title,rating,body,author,date,processed_body
👎🏽,"2,0 de 5 estrellas","Esta bien, aunque me esperaba algo mejor como en la foto. Es muy normal, para el precio que tiene","Sencillo, pero hace su función",Revisado en España el 17 de enero de 2024,aunque esperaba mejor foto normal precio
Baja calidad,"2,0 de 5 estrellas",En menos de una año se daño,Cesar padilla,Revisado en España el 21 de febrero de 2024,menos año daño
Atascos y perdidas de agua continuos,"2,0 de 5 estrellas",El depósito de agua pierde agua por las gomas que se estropean con rapidez y le echan la culpa a la calidad del agua. Con lo que la garantía no te cubre.,L M,Revisado en España el 14 de diciembre de 2023,depósito pierde goma estropean rapidez echan culpa calidad garantía cubre
Pequeña,"2,0 de 5 estrellas",Jarra muy pequeña se devolvió,SERGIO,Revisado en España el 19 de febrero de 2024,jarra pequeña devolvió
No la recomiendo,"2,0 de 5 estrellas","El sistema para introducir el agua es arcaico (por el borde superior de la maquina, en el borde trasero)
El sistema automatico para preparer el Cafe a una hora concreta es engorroso y fuerza la maquina a quedarse sin agua.",Joche,Revisado en España el 21 de noviembre de 2023,sistema introducir arcaico borde superior maquina borde trasero sistema automatico preparer hora concreta engorroso fuerza maquina quedarse
"Duró tres meses, la devolución genial","2,0 de 5 estrellas","Duró menos de tres meses la cafetera, cuando funcionaba , bien, café normal. El problema apareció a los 2 meses y nuncaas hizo café, arrancaba pero se paraba y no terminaba o ni empezaba a hacer ella café..Lo positivo de todo esto es que la devolución fue genial, a través de Amazon tramité la devolución y al estar en garantía,me han devuelto el dinero y yo les he enviado la cafetera. Hemos comprado lo tra de otra marca",Sonia,Revisado en España el 3 de junio de 2023,duró menos tres funcionaba normal problema apareció nuncaas hizo arrancaba paraba terminaba empezaba hacer positivo devolución genial través tramité devolución garantía devuelto dinero enviado comprado tra marca
Frágil,"2,0 de 5 estrellas","Me empeño en comprar productos Cecotec, pero no paran de desengañarme. La cafetera está bien en sí, pero es muy frágil y a los pocos días empieza a hacer el tonto",Quim Adell Carbonell,Revisado en España el 16 de noviembre de 2023,empeño comprar productos cecotec paran desengañarme frágil pocos días empieza hacer tonto
"Bonita, barata pero…","2,0 de 5 estrellas","Siempre dicen que lo barato sale caro, tras 6 meses con ella estoy planteando comprarme otra porque se esta dañando la parte que calienta el vaso de café, filtra mal, dejando muchos posos y al ir lento se suele desbordar internamente el café, ya he tenido que hacer varias limpiezas a fondo y vuelve a su funcionamiento normal durante 3 usos, luego es una lucha para que haga café en condiciones.
Si el presupuesto es bajo, como era mi situación es una compra para salir del paso, pero si puedes permitirte otra de mejor calidad, no lo dudes.",Estefanía P.,Revisado en España el 30 de enero de 2023,siempre dicen barato sale caro tras planteando comprarme dañando parte calienta vaso filtra mal dejando posos ir lento suele desbordar internamente hacer varias limpiezas fondo vuelve funcionamiento normal usos luego lucha haga condiciones presupuesto bajo situación compra salir paso puedes permitirte mejor calidad dude
Algo dificil de limpiar,"2,0 de 5 estrellas","Es fácil de manejar pero dificil de limpiar ,porque limpiar el filtro es fácil pero después de hacer café cuatro días seguidos se ha atascado alguna tubería y no sale el café pero el agua se consume. Creo que interiormente se ha atramcado y eso no sé como limpiarlo . No ha llegado a usarse la semana entera.",Teresa M,Revisado en España el 10 de julio de 2023,fácil manejar dificil limpiar limpiar filtro fácil después hacer cuatro días seguidos atascado alguna tubería sale consume creo interiormente atramcado sé limpiarlo llegado usarse semana enteron
Ha venido con una abolladura,"2,0 de 5 estrellas","Me parece útil y fácil de usar pero no le pongo mas estrellas porque al quitarle la pegatina tenia una abolladura cosa que me parece Super fuerte que quieran tapar el daño con una pegatina, se supone que deben tener un control de calidad, con tanta ilusion que me la he comprado y al solo quitarle la etiqueta tenga esto, de paso me hace dudar la originalidad porque en la foto de la pagina pone cecotec y esta trae una pegatina y al quitárselo no lo pone esta pone cumbia me siento un poco timada",Jessica Querales,Revisado en España el 26 de octubre de 2022,parece útil fácil usar pongo ma estrellas quitarle pegatina tenia abolladura cosa parece super fuerte quieran tapar daño pegatina supone deben tener control calidad tanta ilusion comprado solo quitarle etiqueta paso dudar originalidad foto pagina pone cecotec trae pegatina quitárselo pone pone cumbia siento timada
Se salen los posos del cafë y terminas bebiendolos,"2,0 de 5 estrellas","He comprado varios productos CECOTEC , humidificador portatil, Conga, aspitador de mano, Mambo etc y nos decidimos por la cafetera pensando qué sería igual de bueno. PUES NO. ponemos café para 8 tazas y se sale todo entrando en la jarra y llenandose de posos. queríamos comprar una preidora de aire y me lo estoy pensando seriamente. Si los vendedores de CECOTEC se pusieran en contacto con nosotros , nos gustaria devolverla. No es normal qué una cafera para 12 tazas con 8 te bebas los posos.
Gracias",Javier G,Revisado en España el 13 de noviembre de 2022,comprado varios productos cecotec humidificador portatil conga aspitador mano mambo etc decidimos pensando igual bueno pues ponemos tazas sale entrando jarra llenandose posos queríamos comprar preidora aire pensando seriamente vendedores cecotec pusieran contacto gustaria devolverla normal cafera tazas bebas posos gracias
Estaba usada,"2,0 de 5 estrellas","Me la quedé porque la necesitaba ( para los desayunos de hotel rural), pero ya vi en la caja estaba despegada y vuelta a pegar con trozos de adhesivo por las esquinas, eso no me hubiese importado pero luego me di cuenta de que estaba usada, el filtro tenía la marca y olía a café.",Sandra,Revisado en España el 2 de abril de 2023,quedé necesitaba desayunos hotel rural vi caja despegada vuelta pegar trozos adhesivo esquinas importado luego di cuenta usada filtro marca olía
Nada que ver con lo que vende,"2,0 de 5 estrellas","Mucho peor de lo que venden. Llega con una inmensa pegatina que deja la parte frontal pegajosa y sucia desde el primer día.
La función recalentar no existe, sencillamente queda caliente porque está dentro de la cafetera pero solamente está el botón de entender y apagar.
El sabor del café nada de otro mundo, igual que en cualquier cafetera a mitad de precio.
Pone ""Cumbia"" y no Cecotec como aparece en la foto.
En resumen: Compré está cafetera más cara de la media pensando que sería mejor pero para eso me gasto la mitad en una más básica.
Una decepción.",Javier R.,Revisado en España el 25 de enero de 2022,peor venden llega inmensa pegatina deja parte frontal pegajosa sucia primer día función recalentar existe sencillamente queda caliente dentro solamente botón entender apagar sabor mundo igual cualquier mitad precio pone cumbia cecotec aparece foto resumen compré cara medium pensando mejor gasto mitad básica decepción
"La descripción no corresponde, diseño y aspecto diferente","2,0 de 5 estrellas","He pedido esta cafetera por su diseño y aspecto. Me gustó el diseño uniforme y la parte frontal lisa con la marca CECOTEC. La entrega por parte de Amazon fue muy rápida y sin incidencias, pero al abrir la caja me encontró una cafetera de diseño muy diferente, vean las fotos. La devuelvo sin haberla usado.",Cliente Amazon,Revisado en España el 13 de diciembre de 2022,pedido diseño aspecto gustó diseño uniforme parte frontal lisa marca cecotec entrega parte rápida incidencias abrir caja encontró diseño diferente vean fotos devuelvo haberla usado
Producto deficiente.,"2,0 de 5 estrellas","Compramos esta cafetera confiando en la marca CECOTEC, pero es un producto que no alcanza el estándar de calidad de la marca. Tiene buen aspecto exterior pero es un producto deficiente, lento y que suele atascarse con frecuencia impidiendo que el café se haga con normalidad.",stranezza,Revisado en España el 9 de enero de 2023,compramos confiando marca cecotec producto alcanza estándar calidad marca buen aspecto exterior producto deficiente lento suele atascarse frecuencia impidiendo haga normalidad
